,情感分析结果,评价倾向,正文内容,标签
18066,0.9204076945313612,正向,陈世锋出来得找刘🐶报仇吧,0
18067,0.7608695652173911,正向,[微笑],0
18069,0.7814473594821109,正向,太轻了，，我有小孩一定要教育，不应该，管别人的事，少交刘这样的友,0
18070,0.094750605646904,负向,要是不给钱怎么办,1
18071,0.6149562853243122,正向,终于认定刘鑫有罪！太不容易了。,0
18072,0.6438907129142762,正向,转发微博,0
18073,0.9999926676875148,正向,对比南京彭宇案，这个判决不仅还了江秋莲和江歌一个公道，更会产生积极正面的社会影响，支持青岛城阳区法院此次判决[赞][赞][赞],0
18074,0.9406774615020485,正向,终于算是一个终点，江妈妈这些年太不容易了,0
18075,0.0012507520452684,负向,还不算，要说她当时也是害怕不敢出去吧，她好像也没报警，事后还毫无愧疚,1
18076,0.736068329201049,正向,罪有应得,0
18077,0.2975308644875502,负向,迟到太久了 ,1
18078,0.9666021688549332,正向,江妈太善良了，其实有更好的方式讨回公道的，自己都光着脚了，还有什么可畏惧的，人永远不要寄希望于别人和外界，能帮自己的永远都只有自己,0
18079,0.626712328767123,正向,必须支持,0
18080,0.1957579694885874,负向,见死不救应跟施暴者同罪,1
18081,0.8905970342485326,正向,白眼狼如果不受到教训，总以为别人帮你是理所当然。,0
18082,0.9996718649174924,正向,判得好，如此是非不分，恩将仇报的一家子带来的影响太坏了，因为自己的懦弱自私导致江歌无辜被杀，给人父母下跪谢罪感恩都不为过，结果这一家子还倒打一耙，简直丧失了作为人的基本道德和法律底线，这场判决是对正常社会风气的一次矫正！,0
18083,0.8020859269935734,正向,@灿Alan,0
18084,0.2911179327257639,负向,该，还改名了，刘鑫,1
18085,0.9878979516412616,正向,五年多的辛酸泪,0
18087,0.1449859408602857,负向,应当谴责写的好！,1
18088,0.2500000000000001,负向,上诉,1
18089,0.3133872283783465,负向,刘渣，这辈子也算是臭名昭著了,1
18090,0.6438907129142762,正向,转发微博,0
18092,0.7608695652173911,正向,[微笑],0
18093,0.6359331743641427,正向,就69万？那对刘鑫本人的刑事责任呢没有了吗,0
18094,0.999584810927458,正向,虽然判了，只是经济上的惩罚还是为江歌妈妈太心痛，因为自己最心爱的人永远回不来了。,0
18096,0.8502217251524335,正向,还以正义。,0
18097,0.6720281692803842,正向,做了一件人做的事情,0
18098,0.2781939206516806,负向,命都没了，要这赔偿有何用！,1
18099,0.690170806431661,正向,好像判决有点轻了吧～,0
18100,0.0887032797363269,负向,不用判刑吗？就只赔偿？,1
18101,0.3452787547128308,负向,不坐牢吗？,1
18102,0.8044301712376565,正向,但愿陈世峰不忘初心，继续追杀刘鑫,0
18103,0.999999999779827,正向,这个案件告诉我们，心软善良永远倒霉，损人利己坦坦大道，名字想改就改，生活滋润无忧，耶[允悲][允悲][允悲][允悲][允悲],0
18104,0.6317853705682674,正向,判的好,0
18106,0.1986665707976225,负向,不管刘鑫怎么狡辩，法律承认他的错了,1
18107,0.9948655249601804,正向,突然有点希望陈🐶出来能够继续纠缠她然后给她来一刀，我这种想法会不会觉得没人性[摊手],0
18111,0.9999996236802235,正向,首先肯定判决结果明确事实，还江歌妈妈公道，但是在明确事实的前提下在无法对刘鑫处以刑事责任的背景下，对民事赔偿金额，而且是对已经明确的有依据金额部分进行酌情支持，这个是不是有点草率，当前正是要树立社会主义核心价值观的关键时期，不狠杀一下这股歪风邪气，怎么树，怎么立,0
18112,0.6537583836650543,正向,太少了，正义不到位，不过正义总算虽迟但到,0
18113,0.736068329201049,正向,罪有应得,0
18114,0.3596491228070173,负向,厉害了,1
18115,0.1667129148624496,负向,皇家马德里,1
18116,0.9977422536705582,正向,江妈妈也总算是可以喘口气了，以此告慰江歌在天之灵。愿每一份善良都不再被辜负。,0
18118,0.8088468949888833,正向,刘嘉轩,0
18122,0.0630026540043194,负向,！我说不出什么了，反正远离垃圾人，保护好自己，不论男女。,1
18123,0.7648725212464591,正向,[心],0
18125,0.905591359613934,正向,我这个人一向善良，最见不得有人受苦。刘鑫被判罚款也是对她的警告了吧，希望等她先赔完钱，在等到峰哥出狱后一刀了结了她，这样她才会长记性吧。[開學季],0
18126,0.9622214619153578,正向,我觉得判决结果已经赢了，这场官司目的并不是在于判决赔偿多少钱，在于争个情理，像判决书里讲的扶危济困是中华民族的传统美德，但不要把别人的家教美德当成廉价的消费品，支持正义劝人向善是判决结果想要表达的,0
18127,0.9995617398748292,正向,为什么不让刘坐牢[泪][泪][泪],0
18128,0.999872910826126,正向,破防了，女孩子之间的友谊[泪][泪][泪],0
18129,0.2524620998726036,负向,尊重法院判决！,1
18130,0.1406239088049341,负向,死有余辜的人才判赔了这么点,1
18131,0.764705882352941,正向,[鼓掌],0
18132,0.8054468571636979,正向,刘鑫-现在叫刘暖曦，造谣江歌妈妈，应该告诽谤,0
18133,0.9553999273284768,正向,前因后果说的非常清楚了。法律只是最低道德标准，是道德底线，所以并没有犯罪。最重的表述，只能是应予谴责。,0
18134,0.6903050414223921,正向,为什么不判刘鑫的罪？,0
18135,0.0920139476137122,负向,太不容易了，就是太少了,1
18137,0.6558628208940429,正向,好,0
18138,0.1483196739870663,负向,就这点儿处罚？难以接受啊……,1
18140,0.7367961037445928,正向,看完这些，刘鑫不判死刑？ 他跟他男朋友都该死,0
18141,0.9929923708706436,正向,可惜那么好的女孩，她妈妈真是辛苦了,0
18142,0.6395253278337143,正向,唉 便宜了刘鑫,0
18144,0.0683194006012878,负向,太少了！！！！！！！,1
18145,0.9550949759363948,正向,法律虽然是这样判的，但是道德不会饶恕你。,0
18148,0.150079312068851,负向,刘鑫应该进去住几年,1
18149,0.999645141311328,正向,法院判的这个结果很有教育意义！彰显法律公平正义！点赞！,0
18151,0.9978595303536948,正向,好人不应该被冤枉，希望江母好好生活，希望江歌能够安息,0
18152,0.9656751555687798,正向,虽然是迟来的，虽然只是民事诉讼胜诉，但是终于明确刘暖曦是过错方，终于明确江歌扶危济困的美德。另外，刘暖曦已经不是人了吧？,0
18153,0.626712328767123,正向,支持,0
18154,0.8440750267304234,正向,虽然赔偿金额可能有点不多，但是还是要感谢法律还给了江歌一个公道的！[good],0
18157,0.2346175282189306,负向,刘某怎么有脸改这个名字，是对这两个字的玷污。,1
18158,0.7580933211323553,正向,得上新闻这么久才拿得到……,0
18159,0.054135521671768,负向,这种人难道还有人请她工作？就应该让她饿死,1
18160,0.8757596978131676,正向,正义得以申张,0
18161,0.9893904315708052,正向,说实话我感觉这已经是能争取到的最好的结果了。大家都想让刘鑫承担刑事责任，但是证据不足，总不能拿刀架在法官脖子上让他判决吧[允悲],0
18162,0.2372088772225372,负向,[作揖][作揖],1
18163,0.9178743961352656,正向,[赞],0
18164,0.1336755443618117,负向,这个判决...  糊弄鬼呢  这个审判长...等着报应吧!,1
18165,0.8948266461432853,正向,评论区说没判刑的去读读书吧，这是民事诉讼,0
18168,0.2090019477455683,负向,一点都不多，太少了，这让以后还有谁敢伸出援助之手,1
18169,0.999999996584451,正向,刚刚经历过至亲离开的痛苦，所以十分能理解江歌妈妈这么多年为女儿讨回公道，孤身一人面对网络喷子的攻击和失去爱女的煎熬。一句“妈妈做到了”多么残酷，是用日日夜夜换来的，江妈妈熬白了头发。多希望这个世界少一点伤害，希望江妈妈以后的日子好好的。,0
18170,0.9980089330646787,正向,正义太迟太迟了，一个无助的母亲，一个坚强伟大的母亲，如果不是她的坚持，也许也没有今天的公平。,0
18171,0.9990495733077376,正向,[允悲][允悲],0
18173,0.6044788901443886,正向,法律是公正的，不会污蔑一个好人，也不会放过一个坏人。,0
18174,0.9825705953783864,正向,可惜不能让她坐牢！希望国家以后修改法律条款，对这种恶意致人死亡的增加刑事处罚,0
18176,0.2373205820914264,负向,就应该让她一命换一命,1
18177,0.0010219847994489,负向,所以说，垃圾就是要和垃圾在一起，刘鑫，陈世峰这两个人就是垃圾。希望刘鑫的下半生，永远不得安宁,1
18179,0.9748327115914068,正向,谢谢受理此案的法官律师们，做出公正的判决，江妈妈太不容易了！,0
18180,0.972372002659816,正向,江刘同是受害者，何苦相逼至此？,0
18185,0.921712027581629,正向,就这？六十多万还不够江妈妈这些年为了维权花出去的吧,0
18186,0.736068329201049,正向,罪有应得,0
18187,0.7968698638691285,正向,所以有些人不可深交。[开学季],0
18188,0.9068604244381956,正向,一声叹息,0
18190,0.3452787547128308,负向,怎么不判刑,1
18191,0.3810347812288102,负向,一条人命啊！就这？？？,1
18193,0.7297953905324696,正向,没有刑事处分吗,0
18194,0.9999842041652326,正向,虽然赔偿金额有些少。但证明了这个唯利是图卑鄙女人有错。这次的判罚彰显了法律的尊严与正义。,0
18195,0.0967229314727684,负向,刘鑫的处分除了钱没别的？那以后妈呀谁还敢救人帮人[doge],1
18196,0.9941358608287169,正向,希望她会良心不安的过完一生,0
18197,0.997263960410344,正向,？？就是赔钱嘛？就算说前面事发时没有隐情，不是刘鑫参与杀人，那她后面六年陆陆续续给江歌妈妈造成的伤害，拒不说明事实还对她侮辱和阴阳怪气全都一笔勾销嘛？本来应该祝福江歌妈妈沉冤得雪的，但是这个真的不太符合吧？,0
18198,0.9970289585602072,正向,弘扬美好品德赔你49万🙃守护社会和平赔你20万，提出的120万怎么酌情变49万的？其余80万怎么支持没有的？五年换69万,0
18199,0.2181759231701587,负向,请青岛市法院的领导干部们，听听人民群众的声音！！！！！这真的就是最公正，最惩恶锄奸的正义的审判了吗？这力度真的够了吗？,1
18200,0.967079909607082,正向,正义永远不会迟到,0
18201,0.9094642276888636,正向,太便宜她了[泪],0
18202,0.8811911511926832,正向,70万买一条人命,0
18203,0.7097948870424706,正向,哭了T﹏T心疼,0
18204,0.0897540688237487,负向,要钱干啥 直接判刑。。。,1
18205,0.7926339990729473,正向,罪有应得！但是太轻了！,0
18206,0.209851433292449,负向,赔的太少，杀人偿命,1
18207,0.3268983268983266,负向,1,1
18210,0.1936523469309352,负向,突突突,1
18211,0.8033346700257559,正向,真实事件。。。 这女的，也算是遗臭万年。,0
18212,0.375,负向,就赔钱？,1
18214,0.9998972170068944,正向,虽然得到了这个判决，但是江妈妈为了得到这个判决付出了很大的代价。因为她的坚持才得到了这份正义，那穷人呢？穷人怎么有钱有精力去这么做呢,0
18215,0.764705882352941,正向,[鼓掌],0
18216,0.7499999999999999,正向,………………,0
18217,0.0919540229885058,负向,就这？？？,1
18218,0.8969720027168048,正向,迟来的正义。但经济赔偿远远不足以弥补江歌母亲的心理伤害,0
18221,0.2392847785427745,负向,[傻眼][傻眼][傻眼],1
18222,0.9999894279597143,正向,法院判这么少？也不坐牢？这判决会得人民的人心吗？是人民的法院吗？是宣扬正能量的法院吗？刘鑫那样的人，法院真的认为得到了相应的法律惩罚了吗？会不会有什么内幕，让法院不敢判重了？老百姓们肯定有很多疑问？因为这样的判决真的让道德败坏者逍遥。让善良和正义的人们心寒。,0
18223,0.9464276313551676,正向,支持刘鑫／刘暖曦的人麻烦睁开你们的眼睛看清楚，这就是你们说的无辜幸存者，只是为了适当发泄情绪的受害者，她有罪,0
18224,0.9950398431098628,正向,公平公正[赞][赞][赞],0
18225,0.9776099205674794,正向,你们的判决，总算给山东的父老乡亲挽回了一些面子，否则全国人民对山东人民的看法就会急转直下。,0
18226,0.6322951407355912,正向,生命至上,0
18227,0.7194068345947,正向,告诫自己孩子，远离渣人、渣友！,0
18228,0.999961227079028,正向,弘扬司法正义，彰显司法责任担当！,0
18229,0.6035481157224664,正向,这也太轻了,0
18231,0.1495028165482328,负向,为什么不找凶手要钱,1
18232,0.2893936397763768,负向,太少了,1
18234,0.898834535115657,正向,正义永远不会缺席 江歌咱们胜诉了,0
18236,0.3809718431494836,负向,🙏太难了～不过也很好了，就怕那家赖账了,1
18239,0.2893936397763768,负向,太少了,1
18240,0.2893936397763768,负向,太少,1
18243,0.9891109822374852,正向,这个结果已经很好了，希望江歌妈妈下半生能过得轻松点,0
18244,0.7648725212464591,正向,[心],0
18246,0.6833479472857623,正向,还是便宜她刘鑫了,0
18248,0.7648725212464591,正向,[心],0
18249,0.7439010389329881,正向,还是判得轻了,0
18250,0.9279345782360344,正向,气死我了，当时看了记者采访那个LAJI刘鑫，在那假惺惺[怒][怒][怒],0
18251,0.0823764124569448,负向,精神损害20万？？？？,1
18252,0.736068329201049,正向,罪有应得,0
18254,0.999659563632824,正向,母亲要靶向治疗了，现在水滴筹才筹到一百多，真的希望微友哪怕是转发也是一种帮助。谢谢了[心],0
18255,0.1690769975825343,负向,人命本就不值钱,1
18256,0.982945772371012,正向,正义虽迟但至 希望江妈妈可以开始自己的生活,0
18257,0.8552893012783253,正向,这个女的真不配被称之为人，那陈世峰呢？,0
18258,0.6775320437090792,正向,这判决书写的很好很解气！！,0
18259,0.2361111111111111,负向,？！,1
18260,0.2070300073479355,负向,那些和她同名同姓的人也太倒霉了,1
18261,0.9077392399587364,正向,懂了，以后中国司法就是按闹分配，耻辱柱要倒了，因为钉在上面的法官太多了，承受不住了,0
18265,0.063962540776661,负向,太少了，应该舆论锤死她。,1
18266,0.9781455325150366,正向,迟到的正义不是正义，只是事实,0
18268,0.7942264969485366,正向,江歌回不来,0
18269,0.9991199133251004,正向,[泪][泪][泪],0
18270,0.6755407653910152,正向,就这？呵呵呵,0
18271,0.9964603518006436,正向,原来见死不救+冷血旁观+间接杀人的代价仅仅是70万不到，学到了,0
18272,0.6317853705682674,正向,好家伙,0
18274,0.9999780187110344,正向,正义就应该得到伸张[赞]符合社会主义核心价值观[赞],0
18275,0.9988183446064274,正向,人类的悲喜并不相通 惟愿江阿姨余生安好,0
18276,0.9830421144879744,正向,太少了。话说应该一命抵一命,0
18277,0.9987887015911948,正向,借此事希望各位家长、老师都能正式一个教育问题：如何教孩子教朋友,0
18278,0.9834463195051116,正向,[鼓掌][鼓掌][鼓掌][鼓掌],0
18279,0.6194616363252758,正向,刘暖曦微博多少,0
18280,0.998458780315658,正向,感谢祖国的法律与正义！,0
18281,0.0251999073402234,负向,唉，江歌救了她一命，但凡有点良心都不会这么冷漠[裂开],1
18282,0.1931288102187726,负向,终于判决了'还江歌一个公道,1
18283,0.7686308941251015,正向,这个判决，就是告诉大家这个刘错了，而且真的很恶毒，但是，取证判罪太困难，没办法了。,0
18284,0.9835065345231636,正向,[心][心][心][心],0
18286,0.6438907129142762,正向,转发微博,0
18288,0.375,负向,a,1
18289,0.0007881856282264,负向,我终于看到这个事件的全过程了 她居然自己先进门把门锁上了！！！！简直了！！！！,1
18290,0.9625622545486529,正向,单女千万不能同情恋爱脑女、婚女。,0
18291,0.0292311372861405,负向,改名了，就以为能逃过良心的谴责吗？哎、 真是令人寒心,1
18292,0.9995524257643948,正向,给此次的中国法律点赞[赞],0
18294,0.0919540229885058,负向,就这？？？,1
18295,0.0350635505013633,负向,太少了，太敷衍了，60万，对他来说算什么，就要罚的她这辈子站不起来，房子车子全卖.,1
18296,0.9998416772714712,正向,有法有理有情[赞][赞][赞],0
18297,0.1419933754708375,负向,多少钱都换不回江歌的一条命，刘暖曦死不足惜,1
18298,0.6950868742910177,正向,人死不能复生，但总算对死者有个交待。,0
18299,0.9369526344232983,正向,正义不会迟到,0
18300,0.6666666666666666,正向,[衰],0
18301,0.6111111111111113,正向,真的是,0
18302,0.7493102726977012,正向,逃过一死，真是便宜她了。,0
18303,0.922989918681842,正向,最重要的是法律承认了错误，她有错,0
18304,0.6438907129142762,正向,转发微博,0
18305,0.999999982821032,正向,江歌母亲早年离异 独自拉扯女儿长大 本应对未来满怀期待 现在只身一人 要这70万也换不回女儿花季少女的鲜活生命 对她来说赔钱有什么意义,0
18307,0.9139187222405568,正向,看得眼眶红。,0
18308,0.9924896969248566,正向,刘鑫人虽存活于世，但一辈子会被谴责，没道德没底线之人，注定苟活一生！,0
18309,0.3159532334203364,负向,五年多了 江歌[失望],1
18311,0.0172808924360005,负向,为什么不判刑！！！！！！,1
18312,0.764705882352941,正向,[鼓掌],0
18313,0.8088888888888889,正向,[可爱],0
18315,0.2613547427934218,负向,一点刑事处分都没有，说实话也就那样,1
18316,0.713924534228286,正向,这是一个弘扬真理的判决。人的善恶不能被歪曲，恶人要被惩治。对恶的放纵就是对善的伤害。支持判决！,0
18317,0.1718750000000001,负向,就这？？,1
18318,0.3830429733663105,负向,让人无语的判决,1
18320,0.1989480838050388,负向,刘到现场了吗？,1
18321,0.304488828975342,负向,气死我了😤,1
18322,0.3293418291102329,负向,没有刑事处罚？,1
18323,0.2893936397763768,负向,太少了吧,1
18324,0.0350845618798726,负向,才70w不到 现在事故谅解书也没比它便宜多少 刘鑫这个垃圾,1
18325,0.6023330823390549,正向,对她本人没有什么惩处吗,0
18326,0.2356133374951941,负向,会赔吗，是不是还的去强制执行,1
18328,0.952310302451164,正向,@城阳区法院 ，江歌对陈世峰善良吗？,0
18330,0.8650296663565874,正向,最后一段看哭,0
18331,0.12922661588847,负向,正义来得实在是太迟太迟了,1
18332,0.9921753465543602,正向,善良到最后就这结局，？慎重交友,0
18334,0.3243062296013541,负向,这个处罚我都笑了，不用坐牢？,1
18335,0.7213629326881857,正向,确实太轻了,0
18336,0.8020859269935722,正向,愿逝者安息。,0
18337,0.1268629522107538,负向,唉，没法说什么，早点赔偿到位吧，我还是希望司法系统以后可以公正公平，不能夹杂任何的情感，毕竟位置特殊，必须在天秤上不偏不倚。,1
18338,0.9999999444050778,正向,我记得好像当时因为这个事件出了一个电影就是讲这个事件的[悲伤]有人知道电影名字嘛[悲伤]想看看[悲伤],0
18340,0.6744440140748145,正向,支持！判的太轻！,0
18341,0.6633532140490392,正向,就这?完了?,0
18343,0.3693910911319984,负向,不知道为什么,1
18344,0.7494914390676769,正向,应当对没有心的那条🐶追究刑事责任,0
18345,0.9999999598169172,正向,交友真的要谨慎[泪][泪][泪]心疼江歌妈妈[泪][泪][泪]💚,0
18346,0.2790488028683473,负向,反正刘🐶鑫是不会悔改的他永远不知道自己错了🙏,1
18347,0.2186337143982262,负向,太少了吧？希望刘鑫前男友出狱后不忘初心,1
18348,0.3115347572292979,负向,#江母诉刘鑫案一审宣判# 正义不会缺席！,1
18349,0.9928550239374416,正向,终于等到了，公道自在人心，江歌可以安息了,0
18351,0.966920812503404,正向,刘鑫要隐瞒的噗暴露了，还有必要替陈世锋隐瞒吗，还是痛快说出陈用江歌威胁你出来的事吧@小行侠客6,0
18352,0.0641635138111698,负向,赔这么少？,1
18353,0.9833138978878796,正向,法律会进一步完善，相信我们的国家🙏,0
18354,0.0919540229885058,负向,就这？？？,1
18355,0.2500000000000001,负向,依法处理,1
18356,0.9998479667518034,正向,江妈妈加油 从此后开始自己的人生吧，这样 江歌在天之灵才会真真安慰！,0
18357,0.9969898145450158,正向,还要刘社会性死亡才行，这种忘恩负义之人不能立足于这个社会,0
18360,0.9968219854294902,正向,正义虽迟但到 希望江妈妈坚强[给你小心心],0
18361,0.8205971270204145,正向,刘鑫刘暖曦，你改名也改变不了你的恶毒本质,0
18362,0.2893936397763768,负向,太少了,1
18363,0.999999999709228,正向,看了这个宣判，为江歌迟来的昭雪感到高兴，正义终于战胜了邪恶！[中国赞]为江歌有这样执着的为女儿伸张的母亲感到庆幸，为江歌交到刘鑫这么一个渣子而痛惜，惋惜，愿逝者安息！,0
18364,0.0087698865397654,负向,光是有支持的损失都减半，更没有惩罚性赔偿，感觉非常偏刘鑫，没他江歌和凶手没半毛钱关系。,1
18365,0.026987400827413,负向,赔再多也换不来一条鲜活的生命，只是作为对刘鑫应有的惩罚赔多少钱都是便宜刘鑫了。,1
18366,0.9945472242733008,正向,感谢好律师[鲜花][话筒][作揖],0
18367,0.7140166799033807,正向,还是要中国的法庭啊！,0
18369,0.8016840842235,正向,让她坐牢！！！！妄为做人，没有一点愧疚之心,0
18370,0.9785495010152796,正向,就这？69万培养一个孩子也不止69万吧,0
18373,0.6558628208940429,正向,结果是好的！,0
18374,0.2682816397313373,负向,太少了，应该坐牢,1
18375,0.2367793864495837,负向,赔少了，不过能判也算好了[失望],1
18376,0.9945384968099368,正向,终于大结局了 受害者好难啊,0
18379,0.2971951643846251,负向,？刘鑫不用付刑事责任吗,1
18380,0.9545867591680676,正向,恶魔在人间[拳头],0
18381,0.8423012663233739,正向,刘不用坐牢？,0
18382,0.6018335324800809,正向,支持判决,0
18383,0.7777156637390081,正向,人心叵测,0
18384,0.1373691125252115,负向,多少钱都换不回人家一个活生生的女儿了,1
18385,0.9905584727827388,正向,等了好几年终于等来了结果 正义会迟到但不会缺席 只是判的真的太轻太轻了…,0
18386,0.9956469920186702,正向,大快人心，邪不压正[鲜花][鲜花],0
18387,0.0153306500022493,负向,这就完了 什么判决了事 赔偿就完事了？ 搞笑呢,1
18388,0.977722934665376,正向,法律给予公正,0
18389,0.2772142773240325,负向,才这点钱，我真的是见了鬼了。这个好友交的不值当啊,1
18391,0.2865834617476053,负向,判的好！！！,1
18392,0.0109219706827524,负向,刘鑫居然不用坐牢？？？,1
18393,0.3268983268983266,负向,1,1
18394,0.9999889589287302,正向,回复@娉娉袅袅13yu 的表态:[握手]谢谢您的点赞，可以帮忙转发一下我的三条微博吗？我们也是没有办法了，榆树庄村支书嚣张至极，雇佣黑保安入室打人，老百姓只能求老百姓了...  跪谢～～～[爱心][爱心][爱心] @普通的农民77 您去他微博看看，腿被打骨折了,0
18395,0.1453051301170695,负向,天道昭昭，不负众望！！！,1
18396,0.9970244963161178,正向,江歌救人当褒扬， 法律力挺理应当。 刘鑫行为应遭罚， 善者永远有力量。,0
18397,0.9875540426395052,正向,我记得很清楚，刘鑫还玩文字游戏说江歌在酒吧打工（实为居酒屋)意图引导公众怀疑江歌不正经（哪怕真是酒吧打工也是正当工作),0
18398,0.9210526315789476,正向,[思考],0
18400,0.3242715845735121,负向,70万太少了,1
18402,0.626712328767123,正向,支持,0
18403,0.982210419730434,正向,正义终究还是来了[鲜花],0
18405,0.3074456037237615,负向,刘鑫一定没出庭,1
18406,0.1362578815201355,负向,太少了吧为什么不像那个男的一样再拘留个几年,1
18407,0.9991199133251004,正向,[泪][泪][泪],0
18408,0.9932978519933282,正向,一条年轻的生命，一个母亲的女儿。49w一条命，20w的精神抚慰金。是不是太廉价了？,0
18409,0.3268983268983266,负向,1,1
18410,0.0496895846315069,负向,不判刑吗 没天理,1
18411,0.9764656490872984,正向,好法院！好法官！[鲜花][话筒][作揖][心],0
18412,0.9855251454642578,正向,正义终将到来,0
18413,0.6438907129142762,正向,转发微博,0
18415,0.6558628208940429,正向,非常好！,0
18416,0.8088888888888889,正向,[可爱],0
18418,0.990262584213108,正向,终于还了江歌清白了[泪],0
18419,0.6694951640820719,正向,交友不慎,0
18420,0.9211086220910444,正向,让刘鑫赔命，她是间接帮凶,0
18422,0.8913737233881204,正向,[微笑][微笑],0
18423,0.991039865536032,正向,世界上做好人的越来越少了，恶人没得到惩罚，谁愿意去做好人呢，保护自身安全才是最重要的,0
18425,0.0397559388955357,负向,是不是有点太轻了[费解][费解][费解],1
18426,0.990814608811618,正向,江妈加油！公道自在人心！！！,0
18427,0.2927997833629108,负向,刘鑫该死,1
18428,0.9557585232123876,正向,终于胜诉了,0
18430,0.9178743961352656,正向,[赞],0
18432,0.6855915962888895,正向,说白了 替死鬼了啊,0
18434,7.022385435340173e-05,负向,就赔这点钱？？刑事处分呢？？那对母女发那些侮辱人的话就什么事都没有了？就想问问，不要这些钱能让那对男女判s刑吗？？,1
18435,0.1400458603341676,负向,太少了！！,1
18437,0.9000891119012707,正向,这点钱也买不到啥，人家孩子的命啊,0
18438,0.6695070713553197,正向,交友不慎，太便宜这种人了,0
18441,0.7748405864793054,正向,罪有应得，但还是觉得判刑太轻了,0
18442,0.0087947623024187,负向,为啥突然审判长生病了，延迟开庭？,1
18443,0.9999789202451496,正向,大快人心！“为求自保而置他人的生命安全于不顾”也算是对《民法典》中生命权的以案释法典型案例了！,0
18444,0.9989036044140824,正向,赞这里的所有法官，和原告律师！[作揖]你们辛苦了，刘鑫罪有应得！,0
18445,0.127834943170947,负向,江妈妈也算讨得一个说法，虽然这点钱根本比不上江歌的姓名,1
18446,0.9999974575476712,正向,“承担相应民事赔偿责任”，srds，法律归法律，判决书还是正能量的。交友需谨慎啊。逝者已矣，愿江母可以走出悲伤。,0
18447,0.1273601422696189,负向,为什么连公开道歉都没有,1
18449,0.2689848836218443,负向,不认同这个判决，刘鑫到底有啥后台？,1
18450,0.9999999647390616,正向,这判的跟什么什么，真怀疑这法院是不是收了好处费，江母失去心爱的女儿，奔波这几年，女方家没有任何关心照顾和感恩，有的只是披着羊皮的狼，赔偿损失少的可怜，判刑判的跟玩一样，人命这么不值嘛，爱国爱民，法律法规体现在哪，,0
18452,0.6062717668921453,正向,500万,0
18453,0.2378328920903976,负向,就算是判决了，以此人的垃圾人品估计也不会付这个款，名下肯定没财产，该转移的早就转移了。,1
18454,0.9985416842195588,正向,69万也换不回江歌的生命，对于一个失去孩子的母亲来说，需要的只是对将自己孩子拖向地狱的施暴者的裁决，仅此而已[泪],0
18455,0.9962537407285462,正向,只是承担民事责任，不能承担刑事责任[泪][泪][泪],0
18456,0.3566778710379299,负向,一个所谓的好朋友，有这么自私的行为，害死了人家，还能潇洒的过这么多年，只能说各有各的道路了，对受害人一家真的挺不公平,1
18457,0.2893936397763768,负向,太少了,1
18458,0.0003572407052079,负向,判决十日内赔偿各项损失，刘鑫有钱吗？如果十日内没赔偿呢？会咋办？[疑问],1
18459,0.9933540763681228,正向,@柠檬加糖多甜,0
18460,0.9951445308412574,正向,母亲培养一个孩子何止六十九万啊,0
18461,0.2573427987198785,负向,就想知道有没有判刑，这样的人等同于凶手，必须重判。,1
18463,0.246363624288959,负向,坏到心眼里的人 社会把她拉黑得了,1
18464,0.83763715684766,正向,一条命69万……呵呵了,0
18465,0.88136089244652,正向,首先谢谢城阳法院给予人民的公正的判决结果！,0
18466,0.2727933174049615,负向,赶紧坐牢,1
18469,0.6538461538461541,正向,确实不够,0
18470,0.1070227248979671,负向,抱歉，以后再也不会做任何好事了,1
18471,0.8943546884401427,正向,感谢你们正义的判决！,0
18472,0.9134080798192464,正向,城阳法院判的好，弘扬正气，点个赞。,0
18474,0.7915502738049935,正向,希望钱某峰刑满回国后继续纠缠刘某曦,0
18476,0.736068329201049,正向,罪有应得,0
18477,0.1305933676901048,负向,赔偿江母应得部分，还应该再把她抓进去,1
18478,0.1787181969286105,负向,唉好可怜，这什么垃圾朋友,1
18479,0.0486872886217351,负向,就只是经济赔偿吗？人的损失呢？,1
18480,0.2899269943988534,负向,那个凶手后面怎么样了 死了没,1
18482,0.712404783405128,正向,70万能买来一个家庭吗？,0
18483,0.9999663927929714,正向,“生命权纠纷”中，我国法律给了见义勇为者应有的温度，是值得载入里程碑的。,0
18484,0.2141872523057094,负向,应该把她关进去,1
18485,0.9998081220183588,正向,此次案件也是告诫所有人，她人爱你的同时也请爱他（她）。德治法治相结合不是一句空话，江歌是勇敢的姐姐，若有来世，祝福你[蜡烛],0
18487,0.6438907129142762,正向,转发微博,0
18488,0.0002751063369669,负向,才赔70万不到，太可怜了，杀人成本太低，民法典应该加大处罚力度,1
18489,0.3268983268983266,负向,1,1
18490,0.0146360415311498,负向,江歌是替刘鑫死的，赔多少钱都不多,1
18492,0.9668514025864456,正向,之前也预想到刘很难坐牢，毕竟她是无意还是故意太难取证。但是能让她赔钱出血也是好的,0
18494,0.3872323156101455,负向,为什么不判罚刘鑫刑事责任？,1
18495,0.9992824588088812,正向,江歌，你真的很棒，来自正义的肯定希望你能看到。江妈妈，请保重身体 http://t.cn/A6J4kg7I,0
18496,0.311148187571865,负向,不判刑吗[二哈],1
18497,0.6694951640820719,正向,交友不慎,0
18499,0.3854930635460993,负向,不懂一个官司纠缠五六年，是多难取证？还是怎么的,1
18500,0.2893936397763768,负向,太少了,1
18501,0.7036564133774835,正向,2016年，时间过得好快,0
